id,question,letter,answer,img
1705,Które określenie dotyczące ruterów jest prawdziwe?,C,Podejmują decyzje przesyłania danych na podstawie adresów IP,0
1706,Jak skonfigurować zaporę Windows zachowując zasady bezpieczeństwa aby za pomocą polecenia ping było możliwe sprawdzenie poprawności komunikacji z innymi urządzeniami pracującymi w sieci?,C,Skonfigurować reguły dotyczące protokołu ICMP,0
1707,Które kanały najlepiej wybrać dla trzech sieci WLAN 24 GHz aby wyeliminować ich wzajemne zakłócenia?,B,1 6 11,0
1708,Informacje przedstawione na rysunku są wynikiem działania polecenia,B,tracert,1
1709,Które polecenie należy wydać w systemie Windows aby sprawdzić tabelę translacji adresów IP na adresy fizyczne używane przez protokół rozróżniania adresów?,A,arp -a,0
1710,Na rysunku jest przedstawiony fragment procesu komunikacji z serwerem przechwyconej przez program Wireshark. Który to serwer?,C,DHCP,1
1711,Usługa która pozwala na pobieranie i przesyłanie plików na serwer to,A,FTP,0
1712,Udostępnianie linuksowych usług drukowania oraz serwera plików stacjom roboczym Windows OS X Linux umożliwia serwer,B,SAMBA,0
1713,Jak nazywa się w systemie Windows profil użytkownika tworzony podczas pierwszego logowania do komputera i przechowywany na lokalnym dysku twardym komputera a każda jego zmiana dotyczy jedynie komputera na którym została wprowadzona?,A,Lokalny,0
1714,Domyślnie anonimowy dostęp do zasobów serwera FTP umożliwia,C,tylko prawo do odczytu,0
1715,Serwer Windows z zainstalowaną usługą Active Directory nazywa się,D,kontrolerem domeny,0
1716,Usługa za pomocą której można pracować zdalnie na komputerze z systemem Windows z innego komputera z systemem Windows podłączonego do tej samej sieci lub do Internetu to,C,pulpit zdalny,0
1717,Który protokół warstwy aplikacji jest stosowany do zarządzania urządzeniami sieciowymi za pośrednictwem sieci?,D,SNMP,0
1718,Który protokół służy do szyfrowanego terminalowego łączenia się ze zdalnym komputerem?,C,SSH,0
1719,W której warstwie modelu ISO/OSI są stosowane adresy logiczne?,B,Sieciowej,0
1720,Ramka z danymi wysłanymi z komputera PC1 do serwera www znajduje się pomiędzy ruterem R1 a ruterem R2 (punkt A). Które adresy są w niej zawarte?,A,Źródłowy adres IP komputera PC1 docelowy adres IP serwera adres źródłowy MAC rutera R1 adres docelowy MAC rutera R2,1
1721,Która usługa pozwala rejestrować i rozpoznawać nazwy NetBIOS jako używane w sieci adresy IP?,B,WINS,0
1722,Ataki mające na celu zatrzymanie działania aplikacji i procesów zachodzących w urządzeniu sieciowym to ataki typu,A,DoS,0
1723,Który zapis jest oznaczeniem adresu strony internetowej i przypisanego go niej portu?,C,100.168.0.1:8080,0
1724,Rysunek przedstawia konfigurację karty sieciowej dla urządzenia o adresie IP 10.15.89.104/25. Wynika z niego że,D,adres domyślnej bramy jest z innej podsieci niż adres hosta,1
1725,Która topologia fizyczna jest stosowana w sieciach o topologii logicznej Token Ring?,D,Pierścienia,0
1726,Międzynarodowa Organizacja Normalizacyjna która opracowała 7-warstwowy Model Referencyjny Połączonych Systemów otwartych to,B,ISO (International Organization for Standardization),0
1727,Protokołem wykorzystywanym przy rozgłaszaniu grupowym za pomocą którego hosty zgłaszają swoje członkostwo jest,B,IGMP,0
1728,Który z wymienionych protokołów odwzorowuje 48-bitowy fizyczny adres MAC na 32-bitowy adres IP?,D,RARP,0
1729,Który protokół jest wykorzystywany tylko w sieciach lokalnych w których pracują komputery z systemami operacyjnymi firmy Microsoft?,C,NetBEUI,0
1730,Do połączenia lokalnej sieci bezprzewodowej z siecią przewodową jest stosowany,D,punkt dostępu,0
1731,Na którym rysunku został przedstawiony panel krosowniczy?,B,B,1
1732,Karta Sieciowa widoczna na rysunku może przesyłać dane z maksymalną prędkością,B,54 Mb/s,1
1733,Który z wymienionych elementów jest elementem pasywnym sieci?,C,Panel krosowy,0
1734,Symbol graficzny przedstawiony na rysunku oznacza,C,gniazdo telekomunikacyjne,1
1735,Które urządzenie umożliwia podłączenie kabla światłowodowego użytego w okablowaniu pionowym sieci z przełącznikiem posiadającym wyłącznie gniazda RJ45?,D,Konwerter mediów,0
1736,Jaki będzie całkowity koszt robocizny montażu 20 modułów RJ45 ze złączem krawędziowym narzędziowym na przewodach 4-parowych jeżeli stawka godzinowa montera wynosi 15 zł/h a według tabeli KNR czas montażu jednego modułu to 010 r-g?,C,3000 zł,0
1737,Kabel przedstawiony na rysunku może być wykorzystany do budowy okablowania sieci standardu,D,100Base-SX,1
1738,Która z wymienionych cech kabla koncentrycznego RG-58 spowodowała że nie jest on obecnie wykorzystywany do budowy lokalnych sieci komputerowych?,B,Maksymalna prędkość transmisji danych 10Mb/s,0
1739,Którego narzędzia trzeba użyć do zarobienia końcówek kabla UTP w module keystone ze stykami typu 110?,C,Narzędzia uderzeniowego,0
1740,Jaka jest wartość maksymalnego rozplotu kabla UTP we wtyku RJ45 zgodnie z normą PN-EN 50173?,B,13 mm,0
1741,Złącze SC należy zamontować na kablu,A,światłowodowym,0
1742,Zgodnie z normą PN-EN 50174 dopuszczalna łączna długość kabla połączeniowego pomiędzy punktem abonenckim a komputerem i kabla krosowniczego (A+C) wynosi,D,10 m,1
1743,Zgodnie z normą PN-EN 50174 maksymalna długość przebiegu kabla poziomego kategorii 6 pomiędzy punktem abonenckim a punktem dystrybucyjnym w panelu krosowym wynosi,A,90 m,0
1744,Który parametr okablowania strukturalnego określa stosunek mocy sygnału testowego w jednej z par do mocy sygnału wyindukowanego w sąsiedniej parze na tym samym końcu kabla?,B,Przenik zbliżny,0
1745,Kabel sieciowy zakończony wtykami RJ45 sprawdzano diodowym testerem okablowania. Na testerze diody LED zapalały się kolejno oprócz diod oznaczonych numerami 2 i 3 które zapalały się równocześnie na jednostce głównej testera a nie zapalały się na jednostce zdalnej. Co było tego przyczyną?,A,Zwarcie,0
1746,Który z wymienionych adresów IP należy do klasy C?,D,198.26.152.10,0
1747,Wartość najstarszych trzech bitów adresu IP w systemie binarnym wynosi 010. Jest to adres,A,klasy A,0
1748,Sieć lokalna ma adres IP 192.168.0.0/25. Który adres IP jest adresem stacji roboczej należącej do tej sieci?,C,192.168.0.100,0
1749,Który z adresów IP jest adresem publicznym?,C,172.168.0.16,0
1750,Wynik działania którego polecenia systemu Windows przedstawia rysunek?,A,netstat,1
1751,Wynikiem wykonania polecenia arp -a 192.168.1.1 systemu MS Windows jest wyświetlenie,C,adresu fizycznego urządzenia o podanym IP,0
1752,Która funkcja przełącznika zarządzalnego umożliwia łączenie przełączników równocześnie kilkoma połączeniami fizycznymi w jedno połączenie logiczne w celu uzyskania większej przepustowości łącza?,B,Agregacja łączy,0
1753,Przycisk umieszczony na obudowie rutera którego opis znajduje się w ramce jest stosowany w celu,D,przywrócenia ustawień fabrycznych rutera,1
1754,Na których portach brama internetowa musi przepuszczać ruch aby użytkownicy sieci lokalnej mogli pobierać pliki z serwera FTP?,A,20 i 21,0
1755,W systemie Linux narzędziem które pokazuje trasę jaką pokonują pakiety od miejsca źródła do miejsca przeznaczenia procentowy udział strat oraz informację na temat opóźnień pakietów jest,A,mtr,0
1756,Który program został zastosowany w systemie Linux do szybkiego skanowania sieci?,B,nmap,1
1757,W którym rodzaju członkostwa w VLAN port może być członkiem wielu sieci VLAN?,A,Multi-VLAN,0
1758,Aby móc tworzyć konta użytkowników komputerów i innych obiektów oraz przechowywać centralnie informacje o nich należy na serwerze Windows zainstalować rolę,B,usługi domenowe Active Directory,0
1759,Który parametr polecenia ipconfig w systemie Windows odnawia konfigurację adresów IP?,A,/renew,0
1760,Która usługa musi być uruchomiona w sieci aby można było na stacji roboczej automatycznie uzyskać adres IP?,C,DHCP,0
1761,W zasadach haseł w systemie Windows Server jest włączona opcja . Z co najmniej ilu znaków musi się składać hasło użytkownika?,B,6 znaków,0
1762,Protokół odpowiedzialny za przesyłanie dokumentów hipertekstowych to,D,HTTP,0
1763,Jakiego typu rekord jest tworzony automatycznie w momencie utworzenia strefy wyszukiwania do przodu w konfiguracji serwera DNS w systemach Windows Server?,B,NS,0
1764,Co jest przyczyną pojawienia się na ekranie komputera komunikatu że system wykrył konflikt adresów IP?,C,Inne urządzenie sieciowe ma nadany ten sam adres IP co komputer,0
1765,Która z topologii przedstawionych na rysunkach jest topologią siatki?,A,A,1
1766,W której topologii sieci fizycznej każdy komputer jest połączony z dokładnie dwoma sąsiednimi komputerami bez dodatkowych urządzeń aktywnych?,D,Pierścienia,0
1767,Norma TIA/EIA-568-B.2 określa specyfikację parametrów transmisyjnych,D,kabli UTP,0
1768,Która polska norma określa standardy okablowania strukturalnego?,B,PN-EN 50173,0
1769,User Datagram Protocol (UDP) jest protokołem,A,bezpołączeniowym warstwy transportowej modelu TCP/IP,0
1770,Który z symboli oznacza przełącznik?,D,D,1
1771,Urządzeniem sieciowym przedstawionym na schemacie sieci jest,A,ruter,1
1772,Które urządzenie sieciowe zostało przedstawione na rysunku?,A,Modem USB,1
1773,Ile punktów abonenckich (2 x RJ45) zgodnie z zaleceniami normy PN-EN 50167 powinno znajdować się w pomieszczeniu biurowym o powierzchni 49 m2?,C,5,0
1774,Który z wymienionych programów umożliwi sporządzenie rysunku technicznego przedstawiającego plan instalacji logicznej sieci lokalnej budynku?,A,AutoCad,0
1775,Które urządzenie aktywne umożliwi połączenie z siecą lokalną za pomocą kabla UTP 15 komputerów drukarki sieciowej oraz rutera?,B,Przełącznik 24-portowy,0
1776,Które urządzenie zwiększy zasięg sieci bezprzewodowej?,C,Wzmacniacz sygnału,0
1777,Które urządzenie umożliwi podłączenie drukarki nieposiadającej karty sieciowej do lokalnej sieci komputerowej?,D,Serwer wydruku,0
1778,Na podstawie przedstawionego cennika oblicz jaki będzie koszt brutto jednego dwumodułowego podwójnego natynkowego gniazda abonenckiego.,C,2800 zł,1
1779,W pomieszczeniu biurowym należy zainstalować 5 podwójnych gniazd abonenckich. Średnia odległość gniazda abonenckiego od lokalnego punktu dystrybucyjnego wynosi 10m. Jaki będzie przybliżony koszt zakupu kabla UTP kategorii 5e przeznaczonego do budowy sieci lokalnej jeżeli cena brutto 1m kabla UTP kategorii 5e wynosi 160 zł?,B,16000 zł,0
1780,W stacjach roboczych są zainstalowane karty sieciowe Ethernet 10/100/1000 ze złączem RJ45. Które medium transmisyjne należy wybrać do budowy sieci komputerowej aby zapewnić pracę z najwyższą przepustowością?,B,Kabel UTP kategorii 5e,0
1781,Kabel typu skrętka w której pojedyncza para żył jest foliowana oraz całość kabla jest w ekranie z folii i siatki oznacza się symbolem,D,SF/FTP,0
1782,Jakie są wartości pasma częstotliwości oraz maksymalnej szybkości transmisji danych w standardzie 802.11g WiFi?,C,24 GHz 54 Mbps,0
1783,Do jakiego rodzaju wtyków jest stosowana przedstawiona na rysunku zaciskarka?,B,BNC,1
1784,Który z wymienionych adresów IPv4 należy do klasy B?,A,128.100.100.10,0
1785,Który z adresów IP ma przypisaną maskę w postaci pełnej wynikającą z klasy adresu?,D,180.12.56.1 255.255.0.0,0
1786,Do ilu sieci należą komputery o adresach IP i maskach sieci przedstawionych w tabeli?,B,3,1
1787,Jaka jest liczba adresów które można przydzielić urządzeniom pracującym w sieci o adresie IP 192.168.20.0/26?,C,62,0
1788,Który z adresów jest adresem rozgłoszeniowym sieci 172.16.64.0/26?,B,172.16.64.63,0
1789,Do sprawdzania statystyk protokołów TCP/IP oraz aktualnych połączeń sieciowych w systemach rodziny Windows jest stosowane polecenie,D,netstat,0
1790,W dokumentacji powykonawczej fizycznej i logicznej struktury sieci lokalnej musi znajdować się,D,schemat sieci z oznaczonymi punktami dystrybucyjnymi i gniazdami,0
1791,Którym elementem sieci SIP jest telefon IP?,C,Terminalem końcowym,0
1792,Które urządzenie diagnostyczne jest przedstawione na rysunku i opisane w specyfikacji przedstawionej w tabeli?,D,Analizator sieci bezprzewodowych,1
1793,Jest to najnowsza wersja klienta wieloplatformowego cenionego przez użytkowników na całym świecie serwera wirtualnej sieci prywatnej pozwalającego na zestawienie pomiędzy hostem a komputerem lokalnym połączenia obsługującego uwierzytelnianie z użyciem kluczy jak również certyfikatów nazwy użytkownika i hasła a także w wersji dla Windows dodatkowych kart. Który z programów został opisany przed chwilą?,C,OpenVPN,0
1794,Protokołem sieciowym definiującym mechanizmy stosowane do zarządzania urządzeniami sieciowymi jest,D,Simple Network Management Protocol (SNMP),0
1795,Zainstalowanie serwera stron internetowych w rodzinie systemów Windows Server umożliwia rola,C,serwer sieci Web,0
1796,Utworzenie kontrolera domeny w rodzinie systemów Windows Server na lokalnym serwerze wymaga zainstalowania roli,B,usługi domenowej w usłudze Active Directory,0
1797,Które polecenie uruchamia edytor zasad grup w rodzinie systemów Windows Server?,A,gpedit.msc,0
1798,Który protokół pocztowy umożliwia między innymi przechowywanie odbieranych wiadomości e-mail na serwerze zarządzanie wieloma folderami usuwanie wiadomości i przenoszenie ich pomiędzy folderami?,C,Internet Message Access Protocol (IMAP),0
1799,Internet Relay Chat (IRC) to protokół stosowany do,D,prowadzenia rozmów za pomocą konsoli tekstowej,0
1800,Standard Transport Layer Security (TLS) to rozwinięcie protokołu,B,Security Socket Layer (SSL),0
1801,Sposób działania którego protokołu został przedstawiony na rysunku?,A,Dynamic Host Configuration Protocol (DHCP),1
1802,Adres IP serwera na którym jest zainstalowana domena www.wp.pl to 212.77.98.9. Co jest przyczyną sytuacji przedstawionej na zrzucie ekranowym?,C,Błędny adres serwera DNS lub brak połączenia z serwerem DNS,1
1803,Rysunek przedstawia konfigurację protokołu TCP/IP serwera i stacji roboczej. Na serwerze jest zainstalowana rola serwera DNS. Polecenie ping www.cke.edu.pl uruchomione na serwerze daje wynik pozytywny a na stacji roboczej negatywny. Aby usługa DNS na stacji działała prawidłowo należy zmienić adres,D,serwera DNS na stacji roboczej na 192.168.1.10,1
1804,Wskaż które zdanie opisujące zaporę sieciową jest fałszywe,A,Jest zainstalowana na każdym przełączniku,0
1805,Metoda dostępu do medium CSMA/CA jest stosowana w sieci o standardzie,D,IEEE 802.11,0
1806,Sieć komputerowa ograniczająca się do komputerów wyłącznie jednej organizacji w której mogą istnieć usługi realizowane przez serwery w sieci LAN np. strony WWW poczta elektroniczna to,A,Intranet,0
1807,Jakim kolorem jest oznaczona izolacja żyły skrętki w pierwszym pinie wtyku RJ45 w sekwencji połączeń T568A?,A,Biało-zielonym,0
1808,Który ze standardów wraz z odpowiednią kategorią skrętki są dopasowane tak aby obsługiwały maksymalny transfer danych?,B,10GBASE-T oraz Cat 7,0
1809,Pierwsze znaki heksadecymalne adresu IPv6 typu link-local to,B,FE80,0
1810,Jaka jest kolejność części adresu globalnego IPv6 typu unicast przedstawionego na rysunku?,D,1 - globalny prefiks 2 - identyfikator podsieci 3 - identyfikator interfejsu,1
1811,Który protokół jest stosowany do terminalowego łączenia się ze zdalnymi urządzeniami zapewniający transfer zaszyfrowanych danych?,B,SSH (Secure Shell),0
1812,Ile symboli przełączników i ruterów jest na schemacie?,B,4 przełączniki i 3 rutery,1
1813,Zjawisko przesłuchu występujące w sieciach komputerowych polega na,D,przenikaniu sygnału pomiędzy sąsiadującymi w kablu parami przewodów,0
1814,Algorytm który jest stosowany w celu sprawdzenia czy ramka Ethernet nie zawiera błędów to,C,CRC (Cyclic Redundancy Check),0
